nan nan
 -86.160639	 11.480500
 -86.171389	 11.517333
 -86.206500	 11.548333
 -86.338167	 11.622333
 -86.408056	 11.698222
 -86.517306	 11.775389
 -86.526389	 11.813083
 -86.619861	 11.907278
 -86.633278	 11.954083
 -86.675583	 11.989639
 -86.730889	 12.085778
 -86.774389	 12.182472
 -86.764306	 12.184861
 -86.765083	 12.221667
 -86.767667	 12.198250
 -86.780167	 12.199361
 -87.181250	 12.459278
 -87.172028	 12.467917
 -87.104111	 12.430111
 -87.117056	 12.462417
 -87.149056	 12.462306
 -87.141944	 12.474194
 -87.159139	 12.485833
 -87.144389	 12.490139
 -87.163056	 12.486917
 -87.163000	 12.511389
 -87.166194	 12.500806
 -87.182222	 12.507361
 -87.166667	 12.487722
 -87.179972	 12.476861
 -87.243167	 12.550472
 -87.338417	 12.610833
 -87.321444	 12.615056
 -87.331528	 12.628528
 -87.342222	 12.613306
 -87.367194	 12.630778
 -87.398028	 12.685056
 -87.479417	 12.760278
 -87.450083	 12.748250
 -87.459333	 12.775528
 -87.507611	 12.820111
 -87.517778	 12.804917
 -87.488639	 12.783861
 -87.484028	 12.763306
 -87.692361	 12.909472
 -87.678222	 12.964944
 -87.653361	 12.996222
 -87.616694	 13.011861
 -87.580444	 13.087361
 -87.573389	 13.075778
 -87.588444	 13.052194
 -87.548972	 13.051583
 -87.515528	 13.028000
 -87.470278	 12.969361
 -87.473778	 12.937528
 -87.367306	 12.907278
 -87.303472	 12.924972
 -87.359889	 12.922833
 -87.386778	 12.939222
 -87.308917	 12.982583
 -87.296222	 13.019667
 -87.271500	 13.021778
 -87.274444	 13.041583
 -87.284389	 13.026583
 -87.313500	 13.023333
 -87.369417	 13.079806
 -87.307889	 13.094778
 -87.389361	 13.115167
 -87.424861	 13.114167
 -87.432222	 13.101944
 -87.436611	 13.174222
 -87.464917	 13.224111
 -87.448083	 13.234250
 -87.459333	 13.230056
 -87.484500	 13.264222
 -87.517361	 13.261111
 -87.500278	 13.301583
 -87.482583	 13.305806
 -87.472333	 13.279056
 -87.458917	 13.278639
 -87.442806	 13.320861
 -87.462990	 13.282184
 -87.478194	 13.311833
 -87.467583	 13.343333
 -87.453556	 13.336111
 -87.458694	 13.355750
 -87.425444	 13.353444
 -87.386250	 13.373250
 -87.376833	 13.392389
 -87.405306	 13.403722
 -87.404083	 13.417722
 -87.422639	 13.416444
 -87.441722	 13.373444
 -87.470639	 13.373167
 -87.478833	 13.389583
 -87.479806	 13.356278
 -87.510694	 13.377056
 -87.501861	 13.358917
 -87.532444	 13.343472
 -87.559917	 13.357417
 -87.554778	 13.369500
 -87.593639	 13.359028
 -87.574167	 13.346778
 -87.586778	 13.305056
 -87.627278	 13.310083
 -87.661139	 13.338472
 -87.656083	 13.367583
 -87.585139	 13.380000
 -87.619889	 13.377111
 -87.601500	 13.407111
 -87.608583	 13.423111
 -87.624000	 13.421472
 -87.625861	 13.439722
 -87.607028	 13.460889
 -87.620333	 13.454333
 -87.618528	 13.464722
 -87.635806	 13.467361
 -87.672722	 13.434778
 -87.653139	 13.435861
 -87.649861	 13.415833
 -87.667528	 13.407583
 -87.656611	 13.395333
 -87.672361	 13.391944
 -87.677639	 13.371139
 -87.743667	 13.352833
 -87.765278	 13.376472
 -87.784750	 13.376306
 -87.778722	 13.385611
 -87.797667	 13.384111
 -87.784472	 13.400250
 -87.801889	 13.394278
 -87.841778	 13.417056
 -87.839250	 13.444833
 -87.874556	 13.383306
 -87.867556	 13.360972
 -87.777611	 13.293417
 -87.831583	 13.236694
 -87.925500	 13.198944
 -87.934833	 13.182750
 -87.912139	 13.199611
 -87.899194	 13.154139
 -88.061417	 13.176500
 -88.209500	 13.159833
 -88.277278	 13.174889
 -88.255694	 13.167083
 -88.348611	 13.172167
 -88.356528	 13.177861
 -88.341917	 13.186278
 -88.323556	 13.184139
 -88.355444	 13.240611
 -88.365361	 13.233056
 -88.334083	 13.201472
 -88.343056	 13.189944
 -88.384139	 13.216694
 -88.433278	 13.210639
 -88.477556	 13.264056
 -88.490861	 13.261389
 -88.498333	 13.235000
 -88.524472	 13.232444
 -88.551583	 13.270056
 -88.620889	 13.276389
 -88.641000	 13.308167
 -88.629194	 13.280694
 -88.670833	 13.292472
 -88.633278	 13.278250
 -88.642083	 13.263444
 -88.717500	 13.264222
 -88.704611	 13.247306
 -88.684611	 13.253472
 -88.650750	 13.238028
 -88.594278	 13.262194
 -88.546667	 13.214917
 -88.609000	 13.221694
 -88.494056	 13.196333
 -88.480806	 13.177250
 -88.468500	 13.182528
 -88.464250	 13.169472
 -88.477750	 13.170028
 -88.467889	 13.157444
 -88.579778	 13.198972
 -88.806611	 13.239778
 -88.814194	 13.258083
 -88.790250	 13.283111
 -88.813194	 13.274167
 -88.817722	 13.244639
 -88.882194	 13.284333
 -88.888028	 13.312528
 -88.914333	 13.309944
 -88.888399	 13.298903
 -88.891972	 13.291333
 -89.303306	 13.484222
 -89.527583	 13.493250
 -89.681028	 13.531583
 -89.810694	 13.522250
 -89.843917	 13.599806
 -90.032583	 13.710611
 -90.530222	 13.904028
 -90.667833	 13.927528
 -91.053861	 13.913222
 -91.305333	 13.948833
 -91.542278	 14.044806
 -91.787583	 14.189222
 -92.195139	 14.505611
 -92.600944	 14.880694
 -92.866778	 15.156417
 -93.224194	 15.492944
 -93.414500	 15.654667
 -93.688083	 15.855750
 -93.882306	 15.967861
 -94.058194	 16.005778
 -94.319139	 16.139972
 -94.475000	 16.183361
 -94.698083	 16.211722
 -94.882806	 16.216111
 -95.067639	 16.180722
 -95.144944	 16.181611
 -95.156917	 16.163194
 -95.236222	 16.155500
 -95.245722	 16.130833
 -95.276528	 16.119167
 -95.276500	 16.102472
 -95.349750	 16.079583
 -95.378417	 16.045417
 -95.370917	 16.017278
 -95.425889	 16.001639
 -95.439222	 15.976389
 -95.568944	 15.956056
 -95.663222	 15.912361
 -95.764056	 15.896639
 -95.774861	 15.871722
 -95.951806	 15.824889
 -96.015722	 15.779111
 -96.117500	 15.742472
 -96.132472	 15.719167
 -96.245417	 15.667389
 -96.430833	 15.676361
 -96.496472	 15.639667
 -96.563417	 15.645000
 -96.688333	 15.696722
 -96.857333	 15.722667
 -96.956556	 15.775889
 -97.033250	 15.796528
 -97.062139	 15.840611
 -97.203111	 15.903167
 -97.325750	 15.919944
 -97.414417	 15.913944
 -97.524278	 15.943306
 -97.575806	 15.935722
 -97.652194	 15.956833
 -97.687472	 15.941556
 -97.788333	 15.958556
 -98.000000	 16.127444
 -98.072444	 16.169806
 -98.221083	 16.233306
 -98.428222	 16.269778
 -98.569556	 16.326556
 -98.574500	 16.346889
 -98.708139	 16.456917
 -98.741833	 16.504611
 -98.725917	 16.515194
 -98.748306	 16.508167
 -98.783889	 16.559889
 -98.846028	 16.554944
 -98.852583	 16.566667
 -98.860917	 16.535667
 -99.041056	 16.596528
 -99.314722	 16.641306
 -99.466278	 16.687389
 -99.592500	 16.688917
